"Product Code","Product Name",Variant,Expected,Counted
191058121011,"Kate Spade - Hardshell Case for Apple iPhone 12 / 12 Pro - Daisy",,0.0000,
191058121028,"Kate Spade - Hardshell Case for Apple iPhone 12 Pro Max - Daisy",,0.0000,
191058122650,"Kate Spade - Hardshell Case for Apple iPhone 12 mini - Scattered Flowers",,0.0000,
191058122674,"Kate Spade - Hardshell Case for Apple iPhone 12 / 12 Pro - Scattered Flowers",,0.0000,
191058122681,"Kate Spade - Hardshell Case for Apple iPhone 12 Pro Max - Scattered Flowers",,0.0000,
19128899,"Apple Watch Series 3 38mm",,0.0000,
19147381,"galaxy s9 back glass",,0.0000,
19160528,"ZTE Z222",,0.0000,
19284650,"Samsung Galaxy J2 Prime",,0.0000,
19303320,"INSTALLATION CHARGE",,0.0000,
19360684,"Galaxy Note 3 Battery",,0.0000,
19696300,"Otterbox - Symmetry Case for Apple iPhone Xs Max - Tonic Violet",,0.0000,
19779061,"Note 10 plus headphone",,0.0000,
19936546,"iphone flower case",,0.0000,
19961111,"1M Cable IP XS MAX OEM",,0.0000,
20049949,"MacBook Air 13 Inch",,0.0000,
20211309,"Galaxy J7 Star ",,0.0000,
20255572,"Huawei P Smart",,0.0000,
20380561,"Ipad pro A1674 LCD",,0.0000,
21035050,"Motorola Power pack 4000",,0.0000,
21068824,"Apple Ipad 16 GB",,0.0000,
21094319,"iPhone 7 128GB Refurbished","Jet Black",0.0000,
21094319,"iPhone 7 128GB Refurbished",Red,0.0000,
21094319,"iPhone 7 128GB Refurbished",Black,0.0000,
21581054,"Transcend 8GB USB flash drive",,0.0000,
21848408,"iPhone 7 Plus 128GB Refurbished",Black,0.0000,
21848408,"iPhone 7 Plus 128GB Refurbished","Rose Gold",0.0000,
21848408,"iPhone 7 Plus 128GB Refurbished",Red,0.0000,
21848408,"iPhone 7 Plus 128GB Refurbished",Silver,0.0000,
21848408,"iPhone 7 Plus 128GB Refurbished",Gold,0.0000,
21949605,"Galaxy J7 Neo 16GB",,0.0000,
22126341,"Samsung phone cable",,0.0000,
22170715,"Moto G Pure",,0.0000,
22311756,"Samsung Galaxy A10e",,0.0000,
22398603,"Top Tech Kids Tab ",,0.0000,
22577601,"TracFone Flip phone",,0.0000,
22580438," Galaxy A03s",,0.0000,
22602047,"ASUS K501UX",,0.0000,
22716320,"iPhone SE 16GB Refurbished",,0.0000,
22812391,"Logitech MK235 Wirless Mouse & Keyboard Combo",,0.0000,
23100395,"Generic Headphone",,0.0000,
23109570,"HP Pavillion Dv6",,0.0000,
23216383,"JBL FOCUS BT Headphones",,0.0000,
23333208,"ZTE Axon M",,0.0000,
23572741,"Samsung J2 Pro",,0.0000,
23592210,"USB 3.0 Gigabit RJ45 Ethernet Lan Network Cable Adapter Hub",,0.0000,
23648899,"Otterbox - Commuter Case for Apple iPhone Xs Max - Ocean Way",,0.0000,
23714620,"LG Rebel 4 (with $25 plan)",,0.0000,
23721475,"VTECH Home phone set",,0.0000,
23723791,"Spigen - Tough Armor Case for Apple AirPods - Black",,0.0000,
23924776,"XBOX CONTROLLER",,0.0000,
23983779,A30s,,0.0000,
24079812,"Tmobile sim card",,0.0000,
24080383,"Galaxy Note 9 Unlocked",,0.0000,
24120861,"Logitech® MK320 Wireless Desktop Keyboard/Mouse",,0.0000,
24187212,"EVO 256 GB SSD",,0.0000,
24242175,"Iphone XR 256 GB",,0.0000,
24283905,"COBY Mini Stereo",,0.0000,
24327663,"Otterbox - Symmetry Case for Apple iPhone Xs / X - On Fleck",,0.0000,
24602622,"Samsung S9 Battery",,0.0000,
24702183,"A1446 LCD - A1446 LCD ",,0.0000,
25017569,Diagnostics,,0.0000,
25115200,"Samsung Galaxy AMP Prime",,0.0000,
25174948,"Screen Replacement",,0.0000,
25185244,"iPhone 6 Plus Charging Port",,0.0000,
25273399,"HP Elite book Core i7",,0.0000,
25298206,"iphone gucci case",,0.0000,
25316227,"Amazon Fire 7 Kids Edition",,0.0000,
25417788,"ipad pro 12.9 inch A1670 LCD",,0.0000,
25525005,"AC Power Adapter (Multi Functions)",,0.0000,
25532051,"Otterbox - Commuter Case for Apple iPhone Xs / X - Ballet Way",,0.0000,
25803284,"SONY Compact Style (MDR-EX110AP)",,0.0000,
25820439,"OtterBox - Commuter Case for Samsung Galaxy S10 - Ballet Way",,0.0000,
25839827,"Skullcandy - Jib Active In Ear Wireless Headphones - Blac",,0.0000,
25884632,"iPhone 5s Battery",,0.0000,
25890659,"Otterbox - Symmetry Case for Apple iPhone Xs Max - Ashed For It",,0.0000,
25933770,"Samsung J3 2017 Prime J327 LCD",black,0.0000,
25933770,"Samsung J3 2017 Prime J327 LCD",sliver,0.0000,
26041944,"iPhone Camera Lens",,0.0000,
26321587,"Galaxy M20",,0.0000,
26557212,"Screen Protector",,0.0000,
26995259,"iPhone 6 Plus Home button",,0.0000,
27085652,"Samsung Galaxy  J4 32GB",,0.0000,
27169127,"Otterbox - Commuter Case for Apple iPhone XR - Ocean Way",,0.0000,
27170827,"Inland USB Mouse",,0.0000,
27430456,"Dell E6530",,0.0000,
27646566,"Otterbox - Symmetry Case for Apple iPhone Xs / X - Fine Port",,0.0000,
27814536,"Coolpad 3300A 4GB Black LCD AND DIGITIZER",,0.0000,
27836671,"SONY PS 4 1TB",,0.0000,
28174795,"HP Laptop",,0.0000,
28336439,"Ipad mini 1 LCD",,0.0000,
28452994,"Motorola 105 Bluetooth headphone with alexa",,0.0000,
28612410,"iPad LCD and Digitizer ",Black,0.0000,
28859500,"Samsung Galaxy Tab E 8.0 T377T WiFi + 4G",,0.0000,
28931689,"LG K20 LCD",,0.0000,
28985585,"Galaxy A51",,0.0000,
28997859,"Samsung J6 32GB",,0.0000,
29116479,"Motorola HK115",,0.0000,
29262124,"samsung U Headphones",,0.0000,
29290923,"iPhone SE Battery",,0.0000,
29295201,"LG K8V (VER) - with $40 plan",,0.0000,
29775050,"Iphone 7 32 GB",,0.0000,
29822100,"OtterBox - Commuter Case for Apple iPhone 8 Plus / 7 Plus - Ballet Way",,0.0000,
29914775,"Samsung S7 Edge Back Camera Lense",,0.0000,
30121762,"Air Pod Pro",,0.0000,
30392909,"iPhone XS Max rear camera",,0.0000,
30393339,"HP Laptop (Refurbished)",,0.0000,
30402060,"iPhone 6 16GB (Refurbished)",,0.0000,
30418401,"Otterbox - Commuter Case for Apple iPhone Xs / X - Black",,0.0000,
30418502,"Unlock Service",,0.0000,
30438348,"OtterBox - Symmetry Case for Samsung Galaxy Note 9 - Ivy Meadow",,0.0000,
30616578,"Alcatel A 30 Plus",,0.0000,
30632467,"Samsung galaxy s9 ",,0.0000,
30997954,"iphone XS Max 64GB Refurbished",,0.0000,
31028459,"alcatel volta",,0.0000,
31044079,"Air Pods 2",,0.0000,
31047466,"Xbox One S 1TB Console",,0.0000,
31089865,"Galaxy S7 Battery",,0.0000,
31154554,"OtterBox - Commuter Case for Apple iPhone 8 Plus / 7 Plus - Black",,0.0000,
31256940,"Tab Affix",,0.0000,
31486031,"T&G bluetooth speaker",,0.0000,
31530910,"Iphone XR 64 GB (Refurbished) ",,0.0000,
31732374,"HP EliteBook Folio 9480m i5-4210",,0.0000,
32048428,"iPhone 6S 32GB Refurbished",Silver,0.0000,
32048428,"iPhone 6S 32GB Refurbished","Space Gray",0.0000,
32229203,"Sony Xperia",,0.0000,
32234568,"iphone HP",,0.0000,
32415095,"Galaxy A71",,0.0000,
32451579,"iPhone 13 Pro Max 128GB Graphite",,0.0000,
32627760,"Generic Repair Parts ",,0.0000,
33010362,"Printer Cable",,0.0000,
33051102,"OtterBox - Commuter Case for Apple iPhone 8 / 7 -  Ballet Way",,0.0000,
33201519,"Logitech® MK235 Wireless Optical Mouse And Keyboard",,0.0000,
3333333,"MACBOOK AIR",,0.0000,
34303758,"Note 10 plus 256 GB",,0.0000,
34306037,"Zte Max XL N9560 LCD",,0.0000,
34327665,"portable Charger",,0.0000,
34397630,"Revvl Plus",,0.0000,
34479761,"ZTE ZMAX Pro Z981 32GB Black",,0.0000,
34493501,"Samsung J7 Prime 32GB",,0.0000,
34537977,"Zipper Earphones",,0.0000,
34623850,"iPhone 5S (16GB)",,0.0000,
34966131,REFLASH,,0.0000,
350183770558658,"Galaxy S20 FE",,0.0000,
35064481,"Galaxy S7 Edge LCD",,0.0000,
35114102,"samsung tab 7 ",,0.0000,
35136825,"iPhone XR 64 GB",,0.0000,
35164045,"iPhone 7 Front Camera Flex Cable",,0.0000,
35184965,"Alcatel Tetra 16 GB",,0.0000,
35317143,"iPhone 6 Plus 64GB Certified Refurbished",,0.0000,
35379132,"Samsung J7 J727T1 LCD",,0.0000,
35432799,"type C to USB cable",,0.0000,
35646102,"iphone xr housing",,0.0000,
356474105249954,"iPhone SE 2020",,0.0000,
35761633,"Galaxy S10 plus 512 GB",,0.0000,
35897695,"Samsung S7 Edge Back door glass",,0.0000,
35940745,"Google - Home - Smart Speaker with Google Assistant",,0.0000,
36035938,"Galaxy M30",,0.0000,
36044773,"Verizon Ellipsis 8 QTAQZ3",,0.0000,
36059855,"LG Fortune",,0.0000,
36360746,"Samsung Galaxy Note 8 64 GB",,0.0000,
36517226,"iPhone 8 Plus Battery",,0.0000,
36537715,"Samsung S8 Back door glass",,0.0000,
36627334,"Android FRP Unlock",,0.0000,
36786004,"Galaxy S6 Edge Battery",,0.0000,
36790076,"PS 4 Repair/ HDMI Port Repair",,0.0000,
36852921,"iphone 7 plus 128 GB",,0.0000,
36870373,"Motorola Boom2",,0.0000,
37220910,"iphone 7 headphone adapter ",,0.0000,
37225428,"Galaxy S10 128GB ",,0.0000,
37954142,"Apple Watch Seies 3 38mm",,0.0000,
38355760,"iPhone 6s 128GB",,0.0000,
38454437,"Beats Solo Red Headphone wired ",,0.0000,
38567291,"Galaxy S6 LCD ",,0.0000,
38730830,"Audster AUD-L660",,0.0000,
38746257,"iPhone 6 Home Button",,0.0000,
38913049,"LG 8X DVD WRITER",,0.0000,
38914037,"I pad Mini",,0.0000,
39120878,"Samusng J700 T1 LCD",,0.0000,
39164266,"ATT IPAD UNLOCK (CARRIER)",,0.0000,
39351801,"LG journey",,0.0000,
39499351,"Otterbox - Symmetry Case for Apple iPhone Xs / X - Ashed For It",,0.0000,
39524077,"Samsung S6 Back door glass",,0.0000,
39725203,"mophie - Power Boost XL Power Bank 10,400 mAh -  Black",,0.0000,
39836060,"iPad Digitizer",,0.0000,
39873942,"Amazon Fire TV 4K Ultra",,0.0000,
39884685,"urbeats earbuds",,0.0000,
39955976,"AirPod Genuine",,0.0000,
40100376,"Dell Inspiron T24T laptop ",,0.0000,
40618015,"iPhone 4S Battery",,0.0000,
40714628,"Beats Solo 3 Wireless",,0.0000,
40769827,Maestro,,0.0000,
40856376,"Samsung U Flex",,0.0000,
40862973,"EU to US Plug",,0.0000,
40985327,"Samsung Tab 3  inch",,0.0000,
41146370,"Apple Ipad Air 2",,0.0000,
41470366,"Reiko iPhone 6 Cases",,0.0000,
41476891,"A1238 BATTERY",,0.0000,
41624798,"iPhone 6s Home Button",,0.0000,
41780846,"Galaxy S7 LCD",,0.0000,
41803399,"Apple IPOD TOUCH 4 4TH GEN LCD",,0.0000,
42205264,"Mac pro 15 A1398 Display""",,0.0000,
42247596,"LG G Pad F 8.0 V495 V496 LCD",,0.0000,
42298796,"iphone 8 red housing back glass",,0.0000,
42355924,"iPhone 6 Plus Battery",,0.0000,
42627124,"iphone 8 64 GB unlocked refurbished GSM/CDMA ",,0.0000,
42669827,"One plus 5T LCD",,0.0000,
42730820,"Sandisk Flash Drive 64GB",,0.0000,
42790797,"Galaxy S4 Battery",,0.0000,
42798656,"1M Cable IP7 OEM",,0.0000,
42854637,"LG K7 LCD",,0.0000,
42857637,RESET,,0.0000,
43175915,"A21s 64GB",,0.0000,
43184955,"iphone 6 plus 16GB Refurbished",,0.0000,
43388550,"Revvl Plus (t-mobile)",,0.0000,
43396433,"Galaxy J6",,0.0000,
43635049,"iPad mini 1/2 Digitizer",,0.0000,
43662222,"Phone Battery",,0.0000,
43869018,"OtterBox - Commuter Case for Samsung Galaxy Note 9 - Black",,0.0000,
43970264,"Google - Home Mini (1st Generation)",,0.0000,
44156223,"Alcatel 1SE",,0.0000,
4444,"Ps4 controller",,0.0000,
44443773,"J320 LCD",,0.0000,
44524453,"Samsung Gear Icon X 2018 SM-R140 Wireless Bluetooth Headset Black IconX 2018",,0.0000,
44644192,"INLAND IK100 KEYBOARD",,0.0000,
44659460,"iPhone 7 Plus Front camera Flex Cable",,0.0000,
44818217,"iPhone AUX Jack",,0.0000,
44851415,"LG K4",,0.0000,
44922798,"Logitech® MK270 Wireless Keyboard and Mouse Combo",,0.0000,
44925342,"TCL A1 with simple $25 plan",,0.0000,
44933917,"LG Aristo LCD",,0.0000,
45040022,"Ipad 7th Generation",,0.0000,
45386960,"Belkin S5 Micro USB Cable",,0.0000,
45627057,"Tempered Glass",,0.0000,
45629293,"Ipad Air 2 128 GB WIFI",,0.0000,
45656647,Estimation,,0.0000,
45676980,"Galaxy S10 128gb",,0.0000,
45775547,"Jabra Talk 2",,0.0000,
46056828,"Logitech MK360",,0.0000,
46118979,Tablet,,0.0000,
46390428,"iPhone 7 128GB ",,0.0000,
46435774,"Samsun J727 Battery",,0.0000,
46457782,"sandisk 64gb sd card",,0.0000,
46561551,"HS03 HP BATTERY (GENERIC)",,0.0000,
