"Product Code","Product Name",Variant,Expected,Counted
45386960,"Belkin S5 Micro USB Cable",,-3.0000,
45627057,"Tempered Glass",,-29.0000,
45629293,"Ipad Air 2 128 GB WIFI",,1.0000,
45656647,Estimation,,-99999999999.9999,
45676980,"Galaxy S10 128gb",,-1.0000,
45775547,"Jabra Talk 2",,-1.0000,
46056828,"Logitech MK360",,-1.0000,
46118979,Tablet,,-1.0000,
46390428,"iPhone 7 128GB ",,0.0000,
46435774,"Samsun J727 Battery",,2.0000,
46457782,"sandisk 64gb sd card",,-2.0000,
46561551,"HS03 HP BATTERY (GENERIC)",,-1.0000,
46563878,"Car Mount Bonus Pack",,-1.0000,
46737287,"Galaxy A10",,-3.0000,
46781109,"Iphone 6 plus home button connection flex cable",,3.0000,
46827483,"Keyboard usb",,-4.0000,
46853975,"Galaxy A21s",,1.0000,
47031781,"Galaxy S6 Battery",,-3.0000,
47131853,"ZTE blade t2 With $25 SMPL PLAN",,-3.0000,
47151088,"Sandisk 8GB micro SD card",,-2.0000,
47259068,"SAMSUNG MICROUSB CABLE",,-1.0000,
47357788,"Car Adapter",,-1.0000,
47751457,"OtterBox - Commuter Case for Samsung Galaxy S10 - Bespoke Way",,2.0000,
47767939,"HP 14-AN012NR Laptop Motherboard AMD E2-7110 1.8 GHz 858047-601",,1.0000,
47774253,"16GB SINGLE RAM UPGRADE",,0.0000,
48457153,"Otterbox - Symmetry Case for Apple iPhone Xs / X - Black",,0.0000,
48560758,"OtterBox - Symmetry Case for Samsung Galaxy Note 9 - Gradient Energy",,1.0000,
48634673,"Iphone 8 64 GB new",,-1.0000,
48647143,"Logitech WebCam",,-1.0000,
48860794,"mophie - Powerstation Mini Power Bank 5,000 mAh - Gray",,0.0000,
48913422,"SAMSUNG RC512 BATTERY",,-1.0000,
48961090,"iPhone 6s 64GB Refurbished","Space Gray",-10.0000,
48961090,"iPhone 6s 64GB Refurbished",Silver,-1.0000,
48961090,"iPhone 6s 64GB Refurbished",Gold,1.0000,
48961090,"iPhone 6s 64GB Refurbished","Rose Gold",0.0000,
49019101,"data recovery",,-4.0000,
49101524,"LG Aristo 2 plus lcd",,1.0000,
49157379,"Generic Laptop Charger",,-23.0000,
49159117,"iphone 6 home button flex cable",,3.0000,
49393918,"INLAND AIR DUSTER",,2.0000,
49418763,"Generic Cases",,-99999999999.9999,
49444942,"Haier Car Charger IP4",,-1.0000,
49499007,"Transcend 256GB SD Card",,-1.0000,
49652355,"LG stylo 4 LCD",,-2.0000,
49671951,"Dell Latitude Laptop E6430",,-1.0000,
49721672,"Motorola Pulse Escape",,-5.0000,
50045387,"Alcatel MYFLIP With $30 SMPL Plan",,0.0000,
50055216,"Samsung S6 Edge Charging Port",,-1.0000,
50309256,"iphone 6 charging port ",,-2.0000,
50336367,"Charging Port Repair",,-1.0000,
50788664,"Galaxy A12 64GB",,-8.0000,
50869586,"PS 4 Controller",,-13.0000,
50994575,"Samsung Gear S3 Fontier",,1.0000,
51010194,"D-Link Wireless Router (AC750)",,-2.0000,
51117244,"Samsung Car Adapter",,-11.0000,
51200992,"15-15.6"" Inch Soft Laptop Sleeve Case""",,-1.0000,
51378830,"Simple Mobile 75$",,-1.0000,
51461504,"Samsung Galaxy s10 plus 128 GB",,-6.0000,
51548764,"LG K92",,-1.0000,
51906904,"iPhone 6s Plus 64 GB Refurbished","Space Gray",-1.0000,
51906904,"iPhone 6s Plus 64 GB Refurbished",Gold,1.0000,
51982711,"Transcend SD Cards 32GB",,-1.0000,
51996695,"Power bank 6",,2.0000,
52053938,"iphone 6s 32 GB ",,7.0000,
52361530,"Iphone 6 Battery Case",,-2.0000,
52961041,"Amazon fire HD 8 16GB",,-3.0000,
53062421,"Microsoft WMM 1850 Wireless Mouse",,-2.0000,
53065594,"Galaxy S10e",,-1.0000,
53128374,"SanDisk SD Cards 32GB",,-12.0000,
53143652,"power up 8000",,1.0000,
53342163,"OtterBox - Symmetry Clear Case for Samsung Galaxy S10 - Gradient Energy",,1.0000,
53536199,"Sandisk 8GB ",,-1.0000,
53838314,"Sandisk 128GB Flash Drive",,-3.0000,
53873186,"iPhone 4 Battery",,1.0000,
53979192,"Aduro 10k powerbank",,-1.0000,
541541541,"HP 15-AF 15-AF131DX charging port",,1.0000,
54175382,"Otterbox - Commuter Case for Apple iPhone XR - Bespoke Way",,0.0000,
54691789,"Griffin 20100 mAh portable charger",,7.0000,
54736006,"Hypergear portable charger 20000",,-7.0000,
54836012,"Samsung Galaxy J2",,0.0000,
54905199,"Otterbox - Symmetry Clear Case for Apple iPhone Xs / X - Gradient Energy",,1.0000,
54907272,"SIM Cards",,-6.0000,
54914476,"ipad air 2 charging port",,-1.0000,
55130085,"Amazon Fire 7 (New)",,-20.0000,
55508512,"samsung c-type cable",,-2.0000,
55511832,Coolpad,,-1.0000,
55515301,"Note 4 LCD",,-1.0000,
55521405,"Dell Latitude E6430U Laptop",,1.0000,
55818566,"LG K30 X410TK T-Mobile, K30 LMX410UM LCD",,-4.0000,
56581808,"BR50 BATTERY",,-2.0000,
56591563,"Samsung Galaxy J6 plus 32GB",,1.0000,
56753198,"iPhone 7 Plus Battery",,-24.0000,
56773706,"8 GB laptop RAM",,-1.0000,
56858716,"iPhone 6S Battery",,-2508668.0000,
56893414,"iPhone 6 Battery",,-86.0000,
56942517,"Amazon fire TV stick",,-24.0000,
57235423,"iPhone XR rear camera glass",,-1.0000,
57368000,"Galaxy Tab E 8 (New)""",,-1.0000,
57380934,"Verizon flip phone",,-1.0000,
57751396,"Muvit Car Charger IP4",,-3.0000,
57993197,"Otterbox - Commuter Case for Apple iPhone XR - Black",,2.0000,
58012478,"platronics voyager edge",,2.0000,
58265364,"Motorola XT1924-7 Lcd",,-3.0000,
58414361,"iPhone 7 Plus 32GB Refurbuished",,-5.0000,
58490024,"Samsung Fast Charger Cable",,31.0000,
58592761,"LG Optimus Zone 2 (VER) - with $40 plan",,2.0000,
58613337,"Otterbox - Symmetry Case for Apple iPhone Xs Max - On Fleck",,1.0000,
58858917,"OtterBox - Symmetry Case for Samsung Galaxy S10 - Black",,1.0000,
58878002,"Galaxy Note 9 128 GB",,0.0000,
58894456,"Otterbox - Symmetry Case for Apple iPhone Xs / X - Tonic Violet",,1.0000,
59022516,"Spigen - Tough Armor Case for Apple AirPods Pro - Black",,2.0000,
59211326,"Samsung Galaxy J3 Luna Pro",,-1229.0000,
59237698,"Otterbox - Commuter Case for Apple iPhone Xs / X - Ocean Way",,1.0000,
59317536,"Galaxy A30",,-3.0000,
59340748,"Woozik Wireless Speaker",,-3.0000,
59379326,"iphone se 64GB unlocked refurbished",,1.0000,
59430494,"iPhone XR 128GB",,-3.0000,
59578090,"PS4 Refurbished",,-1.0000,
59634101,"Power Cord",,-1.0000,
59814987,"Galaxy A31",,-1.0000,
59911903,"Generic  Charging Port",,-17.0000,
60131176,"LG L53BL lcd",,-1.0000,
60201160,"Iphone XR 256GB",,-1.0000,
60259429,"Xbox One Controller",,2.0000,
60321878,"Galaxy J320p LCD",,1.0000,
60341264,"Transcend 8GB SD Card",,-5.0000,
60455261,"Samsung Level U ProANC",,2.0000,
60512055,"Iphone XR 64GB NEW",,-20.0000,
60587981,"Otterbox - Commuter Case for Apple iPhone Xs Max - Ballet Way",,1.0000,
60601423,"Galaxy s8 plus",,-1.0000,
60603441,"Special Order",,-558338670.0000,
60850636,"Swift bluetooth earphones sport fit",,-2.0000,
60866728,"iPhone X Housing",,-1.0000,
60868311,"LG LCD",,-8.0000,
60923328,"Toshiba HDD 500GB",,-1.0000,
60938232,"complete housing",,-1.0000,
60967072,"nem power bank",,-8.0000,
61059101,"T-Mobile SIM Card",,-2.0000,
61218672,"galaxy note 8 lcd",,-6.0000,
61370396,"AT&T Calypso",,-1.0000,
615822009348,"Elite 25e In Ear Bluetooth Headphones - Black",,1.0000,
615822009461,"Elite 45e In Ear Bluetooth Headphones - Black",,2.0000,
615822010917,"Talk 5 Mono In Ear Bluetooth Headset - Black",,8.0000,
62061686,"Dell Latitude Laptop",,-1.0000,
62169522,"BLU Vivo 5 Mini",,2.0000,
62272846,"Skullcandy Headphones ",,-1.0000,
62290780,"Xiaomi Redmi Note 7",,0.0000,
62329898,"SIMPLE mobile $50 plan",,-2.0000,
62421195,"Samsung Galaxy S10 128 GB Refurbished",,-2.0000,
62561111,"iphone 7 plus flash light",,-1.0000,
62822653,"iPhone 5s Charging Port",,-3.0000,
63128835,"Samsung Buds",,-2.0000,
63262871,"iPhone 6S Plus 128GB (Refurbished)",,-1.0000,
63452590,"iPhone 6 Front Camera Flex Cable",,-12.0000,
63503562,"Acellories Cable IP",,-6.0000,
63542290,"Samsung Galaxy M10",,1.0000,
636983534210,"Super Stereo BASS earphone",,-2.0000,
63719311,"Otterbox - Commuter Case for Apple iPhone Xs Max - Black",,1.0000,
64139450,"Belkin Lightning Cable IP",,-21.0000,
64215397,"1M 30 pin IP OEM",,34.0000,
64323772,"Generic Cable",,-16.0000,
64335143,"Samsung Note 9 LCD",Black,-13.0000,
64335143,"Samsung Note 9 LCD",Blue,1.0000,
64507622,"Lg Stylo 4 back ",,0.0000,
64507647,"Otterbox - Commuter Case for Apple iPhone XR - Ballet Way",,0.0000,
64578532,"Moto E 5 Play ",,0.0000,
64617441,"ZTE Blade Z",,11.0000,
64931170,"Amazon Echo DOT",,1.0000,
65193125,"Aux 6FT Cable",,-1.0000,
65267814,"BLU M8L Tablet",,-1.0000,
65433217,"General Laptop Repair",,-504.0000,
65496428,"Galaxy S8 Plus Battery",,3.0000,
65740314,"RAM Upgrade",,-2.0000,
65772718,"Galaxy A6 LCD",,0.0000,
65911605,"INLAND IC100 KEYBOARD AND MOUSE COMBO SET",,4.0000,
66277775,"Galaxy A02 ",,-3.0000,
66397094,"Belkin Micro USB Charger",,-5.0000,
66733886,"Motorola Verve Loop",,-1.0000,
66768819,"AC Adapter for HP Pavilion Laptop",,-2.0000,
66820077,"Surface pro 7",,-1.0000,
66878218,"Samsung Level U",,-1.0000,
66973507,"8"" Verizon Ellipsis 8 QTAQZ3 LCD",,1.0000,
67083852,"Privecy Screen Protector",,-12.0000,
67157305,"SanDisk iXpand Drive 32GB",,-1.0000,
67233336,"Reiko Case for Samsung S8",,-1.0000,
67337508,"JBL - Live 200 In Ear Bluetooth Headphones - Black",,1.0000,
67349579,"Belkin USB C Cable",,-28.0000,
67360542,"iPhone 6S Plus 32GB (Refurbished)",,1.0000,
67953747,"OtterBox - Commuter Case for Apple iPhone 8 Plus / 7 Plus - Indigo Way",,0.0000,
68220207,"LG Phoenix 5",,2.0000,
68354918,"iPhone X Battery",,-4.0000,
68392462,"Full glue samsung tempered glass",,24.0000,
68471723,"iPhone 11 Pro Max",,-2.0000,
685387374410,"3.5mm Aux Cable 3ft - Black",,1.0000,
685387443062,"Reserve Power Bank 5200 mAh - Black",,1.0000,
685387443079,"Reserve Power Bank 9000 mAh - Black",,0.0000,
68585803,"20800 power bank",,1.0000,
68602097,"Samsung J700 Battery",,5.0000,
68857861," XS MAX charging Case",,-1.0000,
689935371579,"Celebrat Metal Bass earphone G2",,-1.0000,
69078944,"elite e55max ",,-1.0000,
69169703,"iphone 7 plus rear camera",,-3.0000,
69341649,"LG Stylo 4",,0.0000,
69439328,"Generic Charging Cable",,-37.0000,
695215420837,"iWALK - LinkMe Plus Power Bank 3,300 for Micro USB Devices - Black",,5.0000,
695215420875,"LinkMe Plus Power Bank 3,300 for Apple Lightning Devices - Black",Black,2.0000,
695215420875,"LinkMe Plus Power Bank 3,300 for Apple Lightning Devices - Black",White,0.0000,
695215420882,"LinkMe Plus Power Bank 3,300 for Apple Lightning Devices - White",,2.0000,
695215421308,"iWALK - Car Charger Dual Port 4.8A Universal - White",,1.0000,
69680493,"iPhone 8 Battery",,-2.0000,
69876157,"OtterBox - Symmetry Case for Samsung Galaxy S10 Plus - Black",,1.0000,
69884004,"LG V30 VS996 V30 64GB",,0.0000,
69971760,"IPAD AIR 2 LCD A1566 ",,-6.0000,
70285218,"Motorola Verve buds 110",,-1.0000,
70325260,"iPhone 6S Plus Charging Port",,-11.0000,
70630558,"Galaxy A11",,-3.0000,
70848394,"LG Fortune 2 (CRK)",,2.0000,
70856056,"Apple Air pods accessory kit",,1.0000,
70909823,"OtterBox - Commuter Case for Samsung Galaxy Note 9 - Bespoke Way",,2.0000,
71087529,"PS power cord",,-1.0000,
71358140,"Airpod 3rd Gen ",,-1.0000,
71391402,"Sandisk SD Card 16GB",,-11.0000,
71718075,"Hard Drive",,-2.0000,
71907164,"JBL - T Series T205BT In Ear Bluetooth Headphones - Blac",,5.0000,
71928998,"Galaxy A20",,-1.0000,
722868889015,"Mixit 3.5mm Aux Cable 3ft - Blue",,0.0000,
722868889480,"Mixit 3.5mm Aux Cable 3ft - Black",,2.0000,
722868908020,"Mixit 3.5mm Aux Cable 3ft - White",,4.0000,
72290468,"Sandisk Flash Drive 16GB",,-12.0000,
72399704,"Samsung Galaxy Amp Prime SM-J320AZ - 16GB",,0.0000,
72549951,"Otterbox - Symmetry Case for Apple iPhone Xs Max - Wood You Rather",,0.0000,
72602371,"Charging Port",,-1.0000,
72740764a,"Samsung J7 Prime 2017 LCD",,-1.0000,
72740901,"iPhone X 64GB New",,-1.0000,
73315334,"xs 64 GB Refurbished",,-2.0000,
73714755,"iPhone Charging Cable and Block Combo",,-12.0000,
73917937,"Samsung J1 Battery",,0.0000,
73965679,"Iphone AirPod",,2.0000,
740614319517,"YOOKIE earphone YK730",,-1.0000,
74197175,"Nintendo Switch",,0.0000,
74312754,"i12 TWS AirPod OEM",,-3.0000,
74474984,"galaxy tab e 8.0""",,-2.0000,
74492561,"Galaxy M31",,0.0000,
745883692378,"Type A to Type C 3.0 Adapter - Black",,4.0000,
745883710232,"Belkin- Mixit USB C cable -6ft",,3.0000,
745883711826,"Belikn USB A to USB C 4ft",,3.0000,
745883775422,"Belikn lighting to USB C 4ft ",,2.0000,
745883780938,"Belkin Duel port 30W wall charger",,1.0000,
745883788521,"Belikin Boost up charge USB A to USB C - 10ft",,5.0000,
745883788781,"Belikin Boost up charge USB C to Lighting - 3ft",,5.0000,
745883797295,"Belkin Power Bank 10K usb C",,3.0000,
745883797660,"Belkin 10k",,3.0000,
74646506,"iMac 2015 27 inch",,-1.0000,
74899404,"iPhone 5 Battery",,-3.0000,
75000656,"MACBOOK AIR",,-1.0000,
75667170,"iPhone 7 Charging Port",,-15.0000,
75722557,"Galaxy S3 Battery",,2.0000,
75744513,"Mophie Power Bank 20800Amh",,-1.0000,
7575,"LG Tone pro ",,-1.0000,
75909287,"OtterBox - Commuter Case for Samsung Galaxy S10 Plus - Black",,1.0000,
76146483,"iPhone 6 Plus Front camera Flex Cable",,-3.0000,
76186745,"Iphone 6 charging case",,-3.0000,
76234762,"Charge Mini 2 Plus",,-1.0000,
76236236,"Power Bank",,-6.0000,
76512342,"Powerbeats Pro Red",,-1.0000,
76809973,"Galaxy j7 2016 lcd",,-1.0000,
77156767,"Samsung Camera Lens Replace",,-1.0000,
77305701,"Macbook Charger",,-25.0000,
77552516,"Beats pill 2.0 7.4V Battery",,1.0000,
77624075,"LG stylo 5",,3.0000,
781420064963,"Slim Boost Power Bank for Apple Lightning Devices 1,300 mAh - Black",,3.0000,
78199100,"DELL Latitude E7440 ",,-1.0000,
78269032,"Others (Adjustment)",,0.0000,
78277266,"Amazon Fire 7 Kids Edition (16GB)",,2.0000,
78425194,"iphone x 256 GB ",,-3.0000,
78531984,"Galaxy S8 LCD",,-17.0000,
78565417,"Ipad charging port",,-6.0000,
78571956,"Advance 4 phone",,1.0000,
78580927,"JBL Inspire 500",,-5.0000,
78600652,"BLACKBERRY CLASSIC SD CARD TRAY",,-1.0000,
78603398,"OtterBox - EXO EDGE Case for Apple Watch 40mm - Black",,2.0000,
78730741,"Samsung Galaxy J4+ 32GB",,3.0000,
78789574,"OtterBox - Symmetry Clear Case for Samsung Galaxy S10 - Love Triangle",,1.0000,
78967558,"Water Damage Fix",,-99999999999.9999,
79074289,"Reiko iPhone X Cases",,-3.0000,
79157336,"Galaxy A02s",,-5.0000,
79190918,"Samsung Galaxy Tab 4 Battery",,1.0000,
79514444,"lycamobile $21 bill",,-1.0000,
79553146,"Transcend 8GB Flash drive",,-10.0000,
79843046,"Nintendo Switch 4310mAh Internal Battery HAC-003",,0.0000,
79995265,"Samsung S6 Edge Back door glass",,-1.0000,
800768702877,"Type A to Type C Cable 4ft - Black",,2.0000,
800768703935,"Braided Type A to Type C Cable 10ft - Black",,2.0000,
800768712647,"Power Bank 10,000 mAh - Black",,2.0000,
80401077,"Huawei Honor 8X ",,2.0000,
80532472,"Lenovo 14"" ThinkPad E460 Laptop ",,1.0000,
80652516,"Samsung S8 Fast Charger",,-2.0000,
80750074,"Sandisk 32GB Flash Drive",,0.0000,
80997992,"OtterBox - Commuter Case for Samsung Galaxy S10 Plus - Ballet Way",,1.0000,
811433034360,"Car Mount Kit",,1.0000,
81151857,"HP Elitebook 745 G2",,-1.0000,
81176797,"Surcharge fee",,-1.0000,
81327347,"iphone 6 32 GB",,-2.0000,
81428479,"Samsung J3 Prime LCD",,-1.0000,
81883099,"iPhone 8 Plus 64GB New",,2.0000,
81945740,"Tab Affix",,0.0000,
819771023053,VORTEX,,1.0000,
819771023220,STARK,,1.0000,
82383763,"a 02",,-8.0000,
82610231,"iPhone 6s Plus Front cam flex cable",,-3.0000,
82667353,"BLU Grand M",,-2.0000,
82717987,"Jam Thril bluetooth speaker",,-1.0000,
82743620,"Samsung S9 back camera glass",,2.0000,
82910127,"Transcend 64GB micro SD card",,-2.0000,
83097275,"ipad mini 4 lcd+digitizer",,-2.0000,
83206759,"Galaxy Note 5 Battery",,2.0000,
83454114,"Reiko Stereo Headphones",,-16.0000,
83487163,"Blacklist Remove (not carrier unlock)",,-17.0000,
83492333,"LG G6",,0.0000,
83514066,"Universal Tab 8 case""",,-1.0000,
83593748,"Blu Studio G3",,0.0000,
83708665,"Lenovo Laptop Charger",,-1.0000,
83848350,"OtterBox - Symmetry Case for Samsung Galaxy S10 Plus - Tonic Violet",,1.0000,
83856160,"Braven Balance B.Tooth Speaker",,-1.0000,
83929810,"Motorola Moto E5 Play XT1921-5 XT1921-2 LCD",,-4.0000,
83957869,"Otterbox - Symmetry Case for Apple iPhone Xs Max - Tonic Viole",,0.0000,
840056100435,"Mophie - PowerBoost XL power bank 20,800 mAh - black",,2.0000,
840056100442,"Mophie - PowerBoost XL power bank 10,400 mAh - black",,15.0000,
840056101517,"Mophie - Type A to type C cable 10ft - Black",,2.0000,
840056101562,"Mophie - Type A to Apple lighting cable 10ft - Black",,1.0000,
840056126398,"Mophie Wireless Charger 15W",,-1.0000,
840104215159,"OtterBox - Defender Case for Apple iPhone 12 mini - Black",,1.0000,
840104215166,"OtterBox - Defender Case for Apple iPhone 12 mini - Varsity Blues",,1.0000,
840104215173,"OtterBox - Defender Case for Apple iPhone 12 mini - Berry Potion",,1.0000,
840104215180,"OtterBox - Defender Case for Apple iPhone 12 mini - Teal Me About It",,1.0000,
840104215197,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 mini - Black",,1.0000,
840104215210,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 mini - Ballet Way",,1.0000,
840104215500,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 mini - Black",,1.0000,
840104215524,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 mini - White Marble",,1.0000,
840104215531,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 mini - Violet Dusk",,1.0000,
840104215685,"OtterBox - Defender Case for Apple iPhone 12 / 12 Pro - Black",,1.0000,
840104215692,"OtterBox - Defender Case for Apple iPhone 12 / 12 Pro - Varsity Blues",,1.0000,
840104215715,"OtterBox - Defender Case for Apple iPhone 12 / 12 Pro - Teal Me About It",,1.0000,
840104215722,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 / 12 Pro - Black",,1.0000,
840104215746,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 / 12 Pro - Ballet Way",,1.0000,
840104216033,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 / 12 Pro -  Black",,0.0000,
840104216057,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 / 12 Pro -  White Marble",,1.0000,
840104216064,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 / 12 Pro -  Violet Dusk",,1.0000,
840104216170,"OtterBox - Defender Case for Apple iPhone 12 Pro Max - Black",,1.0000,
840104216187,"OtterBox - Defender Case for Apple iPhone 12 Pro Max - Varsity Blues",,0.0000,
840104216194,"OtterBox - Defender Case for Apple iPhone 12 Pro Max - Berry Potion",,1.0000,
840104216200,"OtterBox - Defender Case for Apple iPhone 12 Pro Max - Teal Me About It",,0.0000,
840104216217,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 Pro Max - Black",,1.0000,
840104216231,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 Pro Max - Ballet Way",,1.0000,
840104216521,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 Pro Max - Black",,1.0000,
840104216545,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 Pro Max - White Marble",,1.0000,
840104216552,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 Pro Max - Violet Dusk",,1.0000,
840104219768,"OtterBox - Defender Case for Apple iPhone 12 mini - Realtree Edge Black",,1.0000,
840104219775,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 mini - Ocean Way",,1.0000,
840104219829,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 mini - Daydreamer",,1.0000,
840104219836,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 mini - Clea",,1.0000,
840104219874,"OtterBox - Defender Case for Apple iPhone 12 / 12 Pro - Realtree Edge Black",,1.0000,
840104219881,"OtterBox - Commuter Antimicrobial Case for Apple iPhone 12 / 12 Pro - Ocean Way",,1.0000,
840104219935,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 / 12 Pro -  Daydreame",,1.0000,
840104219942,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 / 12 Pro -  Clear",,0.0000,
840104219980,"OtterBox - Defender Case for Apple iPhone 12 Pro Max - Realtree Edge Black",,1.0000,
840104220047,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 Pro Max - Daydreamer",,1.0000,
840104220054,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 Pro Max - Clear",,1.0000,
840104223970,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 mini - Stardus",,1.0000,
840104224526,"OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 / 12 Pro -  Stardust",,1.0000,
840104225073," OtterBox - Otter Pop Symmetry Case with PopSockets Swappable PopGrip for Apple iPhone 12 Pro Max - Stardust",,1.0000,
840472240562,"Powerboost Mini Power Bank 2,600 mAh - White",,1.0000,
840472240579,"Powerboost Power Bank 5,200 mAh - Black",,1.0000,
840472240586,"Powerboost Power Bank 5200 mAh - White",,1.0000,
84170807,"Galaxy s5 lcd",,-1.0000,
84377788,"LCD for LG",,-1.0000,
84489527,"iPhone xr rear camera ",,-1.0000,
845126020460,"BTST07 bluetooth headset",,-3.0000,
845126020514,"Everyday active sport earphone",,-1.0000,
845126021771,"Extra Bass stereo headset",,-1.0000,
845126022624,"Super Bass stereo Headset",,-1.0000,
845126040666,"Sport Earphone IBUD07",,-1.0000,
845126085322,"Super Bass HQ earphone",,-2.0000,
845126087050,"Instyle wireless earphone",,-1.0000,
846127179683,"Karet Rosegold",,1.0000,
846127180269,"Karat Petals Case for Apple iPhone XS Max - Ditsy Flowers",,2.0000,
846127180849,"Sheet Crystal",,1.0000,
846127182591,"Tough Clear Bumper Case for Apple Watch 42mm / 44mm - Clear",,-1.0000,
846127184540,"Hook Ups Leather Case with Neck Strap for Apple Airpods - Blush",,-1.0000,
846127185295,"Hook Ups Leather Case with Neck Strap for Apple Airpods - Clear",,-1.0000,
846127185301,"Hook Ups Leather Case with Neck Strap for Apple Airpods - Black",,0.0000,
846127185349,"Hook Ups Leather Case with Neck Strap for Apple Airpods - Living Coral",,0.0000,
846127185356,"Hook Ups Leather Case with Neck Strap for Apple Airpods - Black",Black,-1.0000,
846127185363,"Hook Ups Leather Case with Neck Strap for Apple Airpods - Tobacco Brown",,0.0000,
846127185578,"Twinkle Case for Apple iPhone 11 Pro - Stardust",,-1.0000,
846127185592,"Waterfall Case for Apple iPhone 11 Pro - Gold",,0.0000,
846127185929," Twinkle Case for Apple iPhone 11 Pro Max - Stardust",,-1.0000,
846127187572,"Waterfall Case for Apple iPhone 11 Pro - Iridescent",,1.0000,
846127187688,"Waterfall Case for Apple iPhone 11 - Iridescent",,0.0000,
846127187794,"Waterfall Case for Apple iPhone 11 Pro Max - Iridescent",,1.0000,
846127196451,"Case-Mate - Wallet Folio Case with MicroPel for Apple iPhone 12 mini - Black",,1.0000,
846127196567,"Case-Mate - Twinkle Case with MicroPel for Apple iPhone 12 mini - Gold",,0.0000,
846127196574,"Case-Mate - Twinkle Case with MicroPel for Apple iPhone 12 mini - Ombre Stardust",,1.0000,
846127197069,"Case-Mate - Twinkle Case with MicroPel for Apple iPhone 12 / 12 Pro -  Ombre Confetti",,0.0000,
846127197090,"Case-Mate - Twinkle Case with MicroPel for Apple iPhone 12 mini - Ombre Black",,0.0000,
846127198646,"Case-Mate - Twinkle Case with MicroPel for Apple iPhone 12 mini - Confetti",,0.0000,
84695814,"Otterbox - Commuter Case for Apple iPhone Xs / X - Bespoke Way",,2.0000,
848467044768,"iFrogz-plugz in ear wired headphone- blue",,15.0000,
848467044782,"Plugz In-ear Wired Headphone - Red",,4.0000,
848467044799,"Plugz In Ear Wired Headphones - Silver",,20.0000,
848467064650,"Flex Force In Ear Bluetooth Headphones - White",,0.0000,
848467064681,"Toxix Over Ear Bluetooth Headphones - Black",,0.0000,
848467064698,"Toxix Over Ear Bluetooth Headphones - White",,2.0000,
848467065008,"Toxix Over Ear Bluetooth Headphones - Red",,4.0000,
848467092264,"Airtime True Wireless In Ear Bluetooth Earbuds - Blue",,1.0000,
848467094954,"iFrogz- Airtime pro true wireless earbads (black)",,2.0000,
848467094961,"iFrogz- Airtime pro true wireless earbads (White)",,0.0000,
848467094978,"iFrogz- Airtime pro true wireless earbads (blue)",,1.0000,
84878570,"SONY Fashion Earbuds",,-3.0000,
84907159,"36W Microsoft Surface Pro 4 charger",,2.0000,
84964498,"Alcatel LINKZONE 4G LTE Hotspot (TMO)",,-1.0000,
85049285,"Note 3 LCD",,0.0000,
85054278,"iPhone XS 64 GB",,-2.0000,
85094315,"11 PRO QUBE",,3.0000,
85180859,"Galaxy J3 luna pro (Total wireless $50 plan)",,0.0000,
85275175,"Universal Phone Battery Charger",,-1.0000,
85422119,"iPhone 6s 16GB Refurbished",,-1.0000,
85472179,"A20 LCD",,-14.0000,
85599749,"Otterbox - Symmetry Case for Apple iPhone Xs / X - Fine Por",,0.0000,
85984714,"Samsung A5 Battery",,1.0000,
86010194,"OtterBox - Symmetry Case for Samsung Galaxy S10 - Ivy Meadow",,1.0000,
86279836,"zte blade z with $25 smpl mobile plan",,-1.0000,
